Province/State,Country/Region,Lat,Long,3/06/2020
SANTA CRUZ (GuachavEs),NARINO,0,0,0
SAPUYES,NARINO,0,0,0
TAMINANGO,NARINO,0,0,0
TANGUA,NARINO,0,0,0
TUQUERRES,NARINO,0,0,0
YACUANQUER,NARINO,0,0,0
ABREGO,NORTE DE SANTANDER,0,0,0
ARBOLEDAS,NORTE DE SANTANDER,0,0,0
CACOTA,NORTE DE SANTANDER,0,0,0
CHINACOTA,NORTE DE SANTANDER,0,0,0
CHITAGÀ,NORTE DE SANTANDER,0,0,0
CONVENCION,NORTE DE SANTANDER,0,0,0
CUCUTILLA,NORTE DE SANTANDER,0,0,0
EL CARMEN,NORTE DE SANTANDER,0,0,0
EL TARRA,NORTE DE SANTANDER,0,0,0
HERRAN,NORTE DE SANTANDER,0,0,0
LA ESPERANZA,NORTE DE SANTANDER,0,0,0
LA PLAYA,NORTE DE SANTANDER,0,0,0
LOURDES,NORTE DE SANTANDER,0,0,0
MUTISCUA,NORTE DE SANTANDER,0,0,0
PAMPLONITA,NORTE DE SANTANDER,0,0,0
PUERTO SANTANDER,NORTE DE SANTANDER,0,0,0
RAGONVALIA,NORTE DE SANTANDER,0,0,0
SALAZAR,NORTE DE SANTANDER,0,0,0
SAN CALIXTO,NORTE DE SANTANDER,0,0,0
SAN CAYETANO,NORTE DE SANTANDER,0,0,0
SANTIAGO,NORTE DE SANTANDER,0,0,0
SILOS,NORTE DE SANTANDER,0,0,0
TEORAMA,NORTE DE SANTANDER,0,0,0
TIBU,NORTE DE SANTANDER,0,0,0
VILLA CARO,NORTE DE SANTANDER,0,0,0
ARMENIA,QUINDIO,0,0,0
BUENAVISTA,QUINDIO,0,0,0
CALARCA,QUINDIO,0,0,0
CIRCASIA,QUINDIO,0,0,0
CORDOBA,QUINDIO,0,0,0
FILANDIA,QUINDIO,0,0,0
GENOVA,QUINDIO,0,0,0
LA TEBAIDA,QUINDIO,0,0,0
MONTENEGRO,QUINDIO,0,0,0
PIJAO,QUINDIO,0,0,0
QUIMBAYA,QUINDIO,0,0,0
SALENTO,QUINDIO,0,0,0
PEREIRA,RISARALDA,0,0,0
APIA,RISARALDA,0,0,0
BELEN DE UMBRIA,RISARALDA,0,0,0
GUATICA,RISARALDA,0,0,0
LA CELIA,RISARALDA,0,0,0
LA VIRGINIA,RISARALDA,0,0,0
MARSELLA,RISARALDA,0,0,0
PUEBLO RICO,RISARALDA,0,0,0
QUINCHIA,RISARALDA,0,0,0
SANTA ROSA DE CABAL,RISARALDA,0,0,0
SANTUARIO,RISARALDA,0,0,0
AGUADA,SANTANDER,0,0,0
ALBANIA,SANTANDER,0,0,0
ARATOCA,SANTANDER,0,0,0
BARBOSA,SANTANDER,0,0,0
BARICHARA,SANTANDER,0,0,0
BARRANCABERMEJA,SANTANDER,0,0,0
BETULIA,SANTANDER,0,0,0
BOLIVAR,SANTANDER,0,0,0
CABRERA,SANTANDER,0,0,0
CALIFORNIA,SANTANDER,0,0,0
CAPITANEJO,SANTANDER,0,0,0
CARCASI,SANTANDER,0,0,0
CEPITA,SANTANDER,0,0,0
CERRITO,SANTANDER,0,0,0
CHARALA,SANTANDER,0,0,0
CHARTA,SANTANDER,0,0,0
CHIMA,SANTANDER,0,0,0
CHIPATA,SANTANDER,0,0,0
CIMITARRA,SANTANDER,0,0,0
CONCEPCION,SANTANDER,0,0,0
CONFINES,SANTANDER,0,0,0
CONTRATACION,SANTANDER,0,0,0
COROMORO,SANTANDER,0,0,0
CURITI,SANTANDER,0,0,0
EL CARMEN DE CHUCURI,SANTANDER,0,0,0
EL GUACAMAYO,SANTANDER,0,0,0
EL PENON,SANTANDER,0,0,0
EL PLAYON,SANTANDER,0,0,0
ENCINO,SANTANDER,0,0,0
ENCISO,SANTANDER,0,0,0
FLORIAN,SANTANDER,0,0,0
FLORIDABLANCA,SANTANDER,0,0,0
GALAN,SANTANDER,0,0,0
GAMBITA,SANTANDER,0,0,0
GUACA,SANTANDER,0,0,0
GUADALUPE,SANTANDER,0,0,0
GUAPOTA,SANTANDER,0,0,0
GUAVATA,SANTANDER,0,0,0
GÜEPSA,SANTANDER,0,0,0
HATO,SANTANDER,0,0,0
JESUS MARIA,SANTANDER,0,0,0
JORDAN SUBE,SANTANDER,0,0,0
LA BELLEZA,SANTANDER,0,0,0
LANDAZURI,SANTANDER,0,0,0
LA PAZ,SANTANDER,0,0,0
LEBRIJA,SANTANDER,0,0,0
LOS SANTOS,SANTANDER,0,0,0
MACARAVITA,SANTANDER,0,0,0
MALAGA,SANTANDER,0,0,0
MATANZA,SANTANDER,0,0,0
MOGOTES,SANTANDER,0,0,0
MOLAGAVITA,SANTANDER,0,0,0
OCAMONTE,SANTANDER,0,0,0
OIBA,SANTANDER,0,0,0
ONZAGA,SANTANDER,0,0,0
PALMAR,SANTANDER,0,0,0
PALMAS DEL SOCORRO,SANTANDER,0,0,0
PARAMO,SANTANDER,0,0,0
PIEDECUESTA,SANTANDER,0,0,0
PINCHOTE,SANTANDER,0,0,0
PUENTE NACIONAL,SANTANDER,0,0,0
PUERTO PARRA,SANTANDER,0,0,0
PUERTO WILCHES,SANTANDER,0,0,0
RIONEGRO,SANTANDER,0,0,0
SABANA DE TORRES,SANTANDER,0,0,0
SAN ANDRES,SANTANDER,0,0,0
SAN BENITO,SANTANDER,0,0,0
SAN GIL,SANTANDER,0,0,0
SAN JOAQUIN,SANTANDER,0,0,0
SAN JOSE DE MIRANDA,SANTANDER,0,0,0
SAN MIGUEL,SANTANDER,0,0,0
SAN VICENTE DE CHUCURI,SANTANDER,0,0,0
SANTA BARBARA,SANTANDER,0,0,0
SANTA HELENA DEL OPON,SANTANDER,0,0,0
SIMACOTA,SANTANDER,0,0,0
SOCORRO,SANTANDER,0,0,0
SUAITA,SANTANDER,0,0,0
SUCRE,SANTANDER,0,0,0
SURATA,SANTANDER,0,0,0
TONA,SANTANDER,0,0,0
VALLE DE SAN JOSE,SANTANDER,0,0,0
VELEZ,SANTANDER,0,0,0
VETAS,SANTANDER,0,0,0
VILLANUEVA,SANTANDER,0,0,0
ZAPATOCA,SANTANDER,0,0,0
BUENAVISTA,SUCRE,0,0,0
CAIMITO,SUCRE,0,0,0
RICAURTE (COLOSO),SUCRE,0,0,0
COROZAL,SUCRE,0,0,0
COVENAS,SUCRE,0,0,0
CHALAN,SUCRE,0,0,0
EL ROBLE,SUCRE,0,0,0
GALERAS,SUCRE,0,0,0
GUARANDA,SUCRE,0,0,0
LA UNION,SUCRE,0,0,0
LOS PALMITOS,SUCRE,0,0,0
MAJAGUAL,SUCRE,0,0,0
MORROA,SUCRE,0,0,0
OVEJAS,SUCRE,0,0,0
PALMITO,SUCRE,0,0,0
SAMPUES,SUCRE,0,0,0
SAN BENITO ABAD,SUCRE,0,0,0
SAN JUAN DE BETULIA,SUCRE,0,0,0
SAN MARCOS,SUCRE,0,0,0
SAN ONOFRE,SUCRE,0,0,0
SAN PEDRO,SUCRE,0,0,0
SAN LUIS DE SINCE,SUCRE,0,0,0
SUCRE,SUCRE,0,0,0
SANTIAGO DE TOLU,SUCRE,0,0,0
TOLU VIEJO,SUCRE,0,0,0
ALPUJARRA,TOLIMA,0,0,0
ALVARADO,TOLIMA,0,0,0
AMBALEMA,TOLIMA,0,0,0
ANZOATEGUI,TOLIMA,0,0,0
ARMERO,TOLIMA,0,0,0
ATACO,TOLIMA,0,0,0
CAJAMARCA,TOLIMA,0,0,0
CARMEN DE APICALA,TOLIMA,0,0,0
CASABIANCA,TOLIMA,0,0,0
CHAPARRAL,TOLIMA,0,0,0
COELLO,TOLIMA,0,0,0
COYAIMA,TOLIMA,0,0,0
CUNDAY,TOLIMA,0,0,0
DOLORES,TOLIMA,0,0,0
ESPINAL,TOLIMA,0,0,0
FALAN,TOLIMA,0,0,0
FLANDES,TOLIMA,0,0,0
FRESNO,TOLIMA,0,0,0
GUAMO,TOLIMA,0,0,0
HERVEO,TOLIMA,0,0,0
HONDA,TOLIMA,0,0,0
ICONONZO,TOLIMA,0,0,0
LERIDA,TOLIMA,0,0,0
LIBANO,TOLIMA,0,0,0
SAN SEBASTIAN DE MARIQUITA,TOLIMA,0,0,0
MELGAR,TOLIMA,0,0,0
MURILLO,TOLIMA,0,0,0
NATAGAIMA,TOLIMA,0,0,0
ORTEGA,TOLIMA,0,0,0
PALOCABILDO,TOLIMA,0,0,0
PIEDRAS,TOLIMA,0,0,0
PLANADAS,TOLIMA,0,0,0
PRADO,TOLIMA,0,0,0
PURIFICACION,TOLIMA,0,0,0
RIOBLANCO,TOLIMA,0,0,0
RONCESVALLES,TOLIMA,0,0,0
ROVIRA,TOLIMA,0,0,0
SALDANA,TOLIMA,0,0,0
SAN ANTONIO,TOLIMA,0,0,0
SAN LUIS,TOLIMA,0,0,0
SANTA ISABEL,TOLIMA,0,0,0
SUAREZ,TOLIMA,0,0,0
VALLE DE SAN JUAN,TOLIMA,0,0,0
VENADILLO,TOLIMA,0,0,0
VILLAHERMOSA,TOLIMA,0,0,0
VILLARRICA,TOLIMA,0,0,0
ALCALA,VALLE DEL CAUCA,0,0,0
ANDALUCIA,VALLE DEL CAUCA,0,0,0
ANSERMANUEVO,VALLE DEL CAUCA,0,0,0
ARGELIA,VALLE DEL CAUCA,0,0,0
BOLIVAR,VALLE DEL CAUCA,0,0,0
BUGA,VALLE DEL CAUCA,0,0,0
BUGALAGRANDE,VALLE DEL CAUCA,0,0,0
CAICEDONIA,VALLE DEL CAUCA,0,0,0
CALIMA,VALLE DEL CAUCA,0,0,0
CALI,VALLE DEL CAUCA,0,0,0
EL AGUILA,VALLE DEL CAUCA,0,0,0
EL CAIRO,VALLE DEL CAUCA,0,0,0
EL CERRITO,VALLE DEL CAUCA,0,0,0
EL DOVIO,VALLE DEL CAUCA,0,0,0
FLORIDA,VALLE DEL CAUCA,0,0,0
GINEBRA,VALLE DEL CAUCA,0,0,0
GUACARI,VALLE DEL CAUCA,0,0,0
JAMUNDI,VALLE DEL CAUCA,0,0,0
LA CUMBRE,VALLE DEL CAUCA,0,0,0
LA UNION,VALLE DEL CAUCA,0,0,0
LA VICTORIA,VALLE DEL CAUCA,0,0,0
OBANDO,VALLE DEL CAUCA,0,0,0
PALMIRA,VALLE DEL CAUCA,0,0,0
PRADERA,VALLE DEL CAUCA,0,0,0
RESTREPO,VALLE DEL CAUCA,0,0,0
RIOFRIO,VALLE DEL CAUCA,0,0,0
ROLDANILLO,VALLE DEL CAUCA,0,0,0
SAN PEDRO,VALLE DEL CAUCA,0,0,0
SEVILLA,VALLE DEL CAUCA,0,0,0
TORO,VALLE DEL CAUCA,0,0,0
TRUJILLO,VALLE DEL CAUCA,0,0,0
TULUA,VALLE DEL CAUCA,0,0,0
ULLOA,VALLE DEL CAUCA,0,0,0
VERSALLES,VALLE DEL CAUCA,0,0,0
VIJES,VALLE DEL CAUCA,0,0,0
YOTOCO,VALLE DEL CAUCA,0,0,0
YUMBO,VALLE DEL CAUCA,0,0,0
ZARZAL,VALLE DEL CAUCA,0,0,0
CRAVO NORTE,ARAUCA,0,0,0
FORTUL,ARAUCA,0,0,0
TAME,ARAUCA,0,0,0
CHAMEZA,CASANARE,0,0,0
LA SALINA,CASANARE,0,0,0
MANI,CASANARE,0,0,0
NUNCHIA,CASANARE,0,0,0
OROCUE,CASANARE,0,0,0
PAZ DE ARIPORO,CASANARE,0,0,0
RECETOR,CASANARE,0,0,0
SABANALARGA,CASANARE,0,0,0
SACAMA,CASANARE,0,0,0
SAN LUIS DE PALENQUE,CASANARE,0,0,0
TAMARA,CASANARE,0,0,0
TAURAMENA,CASANARE,0,0,0
VILLANUEVA,CASANARE,0,0,0
COLON,PUTUMAYO,0,0,0
PUERTO CAICEDO,PUTUMAYO,0,0,0
SIBUNDOY,PUTUMAYO,0,0,0
SANTIAGO,PUTUMAYO,0,0,0
VALLE DEL GUAMUEZ,PUTUMAYO,0,0,0
SAN ANDRES,ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA,0,0,0
PUERTO NARINO,AMAZONAS,0,0,0
LETICIA,AMAZONAS,0,0,0
TARAPACA,AMAZONAS,0,0,0
EL ENCANTO,AMAZONAS,0,0,0
PUERTO ARICA,AMAZONAS,0,0,0
PUERTO ALEGRIA,AMAZONAS,0,0,0
LA PEDRERA,AMAZONAS,0,0,0
LA CHORRERA,AMAZONAS,0,0,0
SANTANDER (Araracuara),AMAZONAS,0,0,0
TARAIRA,VAUPES,0,0,0
MIRITI-PARANA (Campoamor),AMAZONAS,0,0,0
LA VICTORIA (Pacoa),AMAZONAS,0,0,0
SAN MIGUEL (La Dorada),PUTUMAYO,0,0,0
PUERTO ASIS,PUTUMAYO,0,0,0
PUERTO LEGUIZAMO,PUTUMAYO,0,0,0
POTOSI,NARINO,0,0,0
PACOA (Cor. Departamental),VAUPES,0,0,0
IPIALES,NARINO,0,0,0
ORITO,PUTUMAYO,0,0,0
ALDANA,NARINO,0,0,0
SOLITA,CAQUETA,0,0,0
GUACHUCAL,NARINO,0,0,0
OSPINA,NARINO,0,0,0
PUERTO GUZMAN,PUTUMAYO,0,0,0
VILLAGARZON,PUTUMAYO,0,0,0
YAVARATE  (Cor. Departamental),VAUPES,0,0,0
CURILLO,CAQUETA,0,0,0
SOLANO,CAQUETA,0,0,0
SAN FRANCISCO,PUTUMAYO,0,0,0
PASTO,NARINO,0,0,0
SANDONA,NARINO,0,0,0
MALLAMA (Piedrancha),NARINO,0,0,0
LA FLORIDA,NARINO,0,0,0
MOCOA,PUTUMAYO,0,0,0
ALBAN (San JosE),NARINO,0,0,0
EL TAMBO,NARINO,0,0,0
CARTAGENA DEL CHAIRA,CAQUETA,0,0,0
SAMANIEGO,NARINO,0,0,0
LA GUADALUPE,GUAINIA,0,0,0
SAN PABLO,NARINO,0,0,0
CARURU,VAUPES,0,0,0
MITU,VAUPES,0,0,0
BARBACOAS,NARINO,0,0,0
POLICARPA,NARINO,0,0,0
MIRAFLORES,GUAVIARE,0,0,0
TUMACO,NARINO,0,0,0
RIONEGRO,ANTIOQUIA,0,0,0
MANAURE BALCON DEL CESAR,CESAR,0,0,0
INIRIDA,GUAINIA,0,0,0
RIO IRO (Santa Rita),CHOCO,0,0,0
EL RETORNO,GUAVIARE,0,0,0
PANA-PANA (Campo Alegre),GUAINIA,0,0,0
SAN FELIPE,GUAINIA,0,0,0
LLORO,CHOCO,0,0,0
PAPUNAUA(Cor. Departamental),VAUPES,0,0,0
HACARI,NORTE DE SANTANDER,0,0,0
SARDINATA,NORTE DE SANTANDER,0,0,0
BALBOA,RISARALDA,0,0,0
YOPAL,CASANARE,0,0,0
TRINIDAD,CASANARE,0,0,0
TUNJA,BOYACA,0,0,0
MAGÜI (PayAn),NARINO,0,0,0
LEIVA,NARINO,0,0,0
CALAMAR,GUAVIARE,0,0,0
ROBERTO PAYAN (San JosE),NARINO,0,0,0
FRANCISCO PIZARRO (Salahonda),NARINO,0,0,0
LA MACARENA,META,0,0,0
MOSQUERA,NARINO,0,0,0
OLAYA HERRERA (Bocas de Satinga),NARINO,0,0,0
SANTA BARBARA (IscuandE),NARINO,0,0,0
LA TOLA,NARINO,0,0,0
HOBO,HUILA,0,0,0
EL CHARCO,NARINO,0,0,0
GUAPI,CAUCA,0,0,0
MORICHAL (Morichal Nuevo),GUAINIA,0,0,0
SAN JOSE DEL GUAVIARE,GUAVIARE,0,0,0
TIMBIQUI,CAUCA,0,0,0
SAN VICENTE DEL CAGUAN,CAQUETA,0,0,0
PUERTO CONCORDIA,META,0,0,0
PUERTO RICO,META,0,0,0
PUERTO COLOMBIA,GUAINIA,0,0,0
VISTAHERMOSA,META,0,0,0
LOPEZ,CAUCA,0,0,0
MAPIRIPANA,GUAINIA,0,0,0
MAPIRIPAN,META,0,0,0
PUERTO LLERAS,META,0,0,0
BARRANCO MINA,GUAINIA,0,0,0
CACAHUAL,GUAINIA,0,0,0
DAGUA,VALLE DEL CAUCA,0,0,0
BUENAVENTURA,VALLE DEL CAUCA,0,0,0
VILLAVICENCIO,META,0,0,0
EL LITORAL DEL SAN JUAN (DocordO),CHOCO,0,0,0
IBAGUE,TOLIMA,0,0,0
SIPI,CHOCO,0,0,0
BOGOTA, D.C.,BOGOTA, D.C.,0,0,1
SANTA MARTA,MAGDALENA,0,0,0
RIOHACHA,LA GUAJIRA,0,0,0
URIBIA,LA GUAJIRA,0,0,0
PROVIDENCIA (Santa Isabel),ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA,0,0,0
MONTERREY,CASANARE,0,0,0
PUERTO GAITAN,META,0,0,0
BECERRILL,CESAR,0,0,0
ISTMINA,CHOCO,0,0,0
SINCELEJO,SUCRE,0,0,0
MEDELLIN,ANTIOQUIA,0,0,0
EBEJICO,ANTIOQUIA,0,0,0
COPACABANA,ANTIOQUIA,0,0,0
BELLO,ANTIOQUIA,0,0,0
GIRARDOTA,ANTIOQUIA,0,0,0
BAGADO,CHOCO,0,0,0
RIO QUITO (PaimadO),CHOCO,0,0,0
ATRATO (Yuto),CHOCO,0,0,0
LA JAGUA DE IBIRICO,CESAR,0,0,0
PORE,CASANARE,0,0,0
SABANETA,ANTIOQUIA,0,0,0
LA ESTRELLA,ANTIOQUIA,0,0,0
ENVIGADO,ANTIOQUIA,0,0,0
ITAGÜI,ANTIOQUIA,0,0,0
MEDIO ATRATO (BetE),CHOCO,0,0,0
LA PRIMAVERA,VICHADA,0,0,0
JARDIN,ANTIOQUIA,0,0,0
NOVITA,CHOCO,0,0,0
MEDIO SAN JUAN (Andagoya),CHOCO,0,0,0
SAN JOSE DEL PALMAR,CHOCO,0,0,0
CONDOTO,CHOCO,0,0,0
AGUAZUL,CASANARE,0,0,0
VILLA DEL ROSARIO,NORTE DE SANTANDER,0,0,0
MEDIO BAUDO(Boca de PepE),CHOCO,0,0,0
UNION PANAMERICANA ( Animas),CHOCO,0,0,0
TADO,CHOCO,0,0,0
CERTEGUI,CHOCO,0,0,0
EL CANTON DEL SAN PABLO (ManagrU),CHOCO,0,0,0
CUMARIBO,VICHADA,0,0,0
RIOSUCIO,CALDAS,0,0,0
BAJO BAUDO (Pizarro),CHOCO,0,0,0
MISTRATO,RISARALDA,0,0,0
NUQUI,CHOCO,0,0,0
EL CARMEN,CHOCO,0,0,0
ALTO BAUDO (Pie de Pato),CHOCO,0,0,0
LA CEJA,ANTIOQUIA,0,0,0
CALDAS,ANTIOQUIA,0,0,0
PUERTO CARRENO,VICHADA,0,0,0
QUIBDO,CHOCO,0,0,0
SAN JERONIMO,ANTIOQUIA,0,0,0
BARBOSA,ANTIOQUIA,0,0,0
SANTO DOMINGO,ANTIOQUIA,0,0,0
URRAO,ANTIOQUIA,0,0,0
PUERTO RONDON,ARAUCA,0,0,0
SANTA FE DE ANTIOQUIA,ANTIOQUIA,0,0,0
BELMIRA,ANTIOQUIA,0,0,0
LIBORINA,ANTIOQUIA,0,0,0
BAHIA SOLANO (Mutis),CHOCO,0,0,0
VIGIA DEL FUERTE,ANTIOQUIA,0,0,0
GOMEZ PLATA,ANTIOQUIA,0,0,0
BOJAYA (Bellavista),CHOCO,0,0,0
SANTA ROSA DE OSOS,ANTIOQUIA,0,0,0
GUADALUPE,ANTIOQUIA,0,0,0
CANASGORDAS,ANTIOQUIA,0,0,0
MURINDO,ANTIOQUIA,0,0,0
ARAUQUITA,ARAUCA,0,0,0
SARAVENA,ARAUCA,0,0,0
TOLEDO,ANTIOQUIA,0,0,0
ARAUCA,ARAUCA,0,0,0
DABEIBA,ANTIOQUIA,0,0,0
GIRON,SANTANDER,0,0,0
BUCARAMANGA,SANTANDER,0,0,0
AMALFI,ANTIOQUIA,0,0,0
YONDO (Casabe),ANTIOQUIA,0,0,0
CARMEN DEL DARIEN  (CurbaradO),CHOCO,0,0,0
LABATECA,NORTE DE SANTANDER,0,0,0
PAMPLONA,NORTE DE SANTANDER,0,0,0
TOLEDO,NORTE DE SANTANDER,0,0,0
JURADO,CHOCO,0,0,0
MUTATA,ANTIOQUIA,0,0,0
BOCHALEMA,NORTE DE SANTANDER,0,0,0
DURANIA,NORTE DE SANTANDER,0,0,0
CACHIRA,NORTE DE SANTANDER,0,0,0
LOS PATIOS,NORTE DE SANTANDER,0,0,0
CAREPA,ANTIOQUIA,0,0,0
RIOSUCIO,CHOCO,0,0,0
GRAMALOTE,NORTE DE SANTANDER,0,0,0
PUERTO LIBERTADOR,CORDOBA,0,0,0
APARTADO,ANTIOQUIA,0,0,0
CAUCASIA,ANTIOQUIA,0,0,0
BUCARASICA,NORTE DE SANTANDER,0,0,0
EL ZULIA,NORTE DE SANTANDER,0,0,0
TIERRALTA,CORDOBA,0,0,0
UNGUIA,CHOCO,0,0,0
OCANA,NORTE DE SANTANDER,0,0,0
TURBO,ANTIOQUIA,0,0,0
ACANDI,CHOCO,0,0,0
NECOCLI,ANTIOQUIA,0,0,0
ARBOLETES,ANTIOQUIA,0,0,0
CARTAGENA DE INDIAS,BOLIVAR,0,0,0
PUEBLO BELLO,CESAR,0,0,0
VALLEDUPAR,CESAR,0,0,0
ARACATACA,MAGDALENA,0,0,0
SANTA ROSALIA,VICHADA,0,0,0
CUCUTA,NORTE DE SANTANDER,0,0,0
DOSQUEBRADAS,RISARALDA,0,0,0
NOBSA,BOYACA,0,0,0
TIBASOSA,BOYACA,0,0,0
CANDELARIA,VALLE DEL CAUCA,0,0,0
CARTAGO,VALLE DEL CAUCA,0,0,0
HATO COROZAL,CASANARE,0,0,0
SAN FERNANDO,BOLIVAR,0,0,0
